visible_world,position,can_shoot,holding_flag,action,direction
"[['/', '/', '/', '/', '/', '/', '/', 'x', '/'], ['#', '/', '#', '/', '/', '/', 'x', '/', 'x'], ['x', 'x', '#', '/', '/', '/', '#', 'x', '/'], ['x', 'x', 'x', 'x', '#', 'x', 'x', '#', '/'], ['x', 'x', 'x', 'x', 'b', 'x', '#', '/', '/'], ['x', 'x', 'x', 'x', '#', 'x', '#', '/', '/'], ['x', 'x', 'x', '/', '/', '/', '#', '/', '/'], ['#', 'x', '#', '/', '/', '/', 'x', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', 'x', '/']]","(20, 15)",False,,move,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'r', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",False,,move,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'r', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",False,,move,down
"[['/', '/', '/', '/', '#', '/', '/', '/', '/'], ['x', '#', '/', '/', 'x', '#', '/', '/', '/'], ['/', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', '/', '/']]","(21, 16)",True,,move,down
"[['/', '/', '/', '/', '#', '/', '/', '/', '/'], ['x', '#', '/', '/', 'x', '#', '/', '/', '/'], ['/', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', '/', '/']]","(21, 16)",True,,move,down
"[['/', '/', '/', '/', '#', '/', '/', '/', '/'], ['x', '#', '/', '/', 'x', '#', '/', '/', '/'], ['/', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', '/', '/']]","(21, 16)",True,,move,right
"[['/', '/', '/', '/', '#', '/', '/', '/', '/'], ['x', '#', '/', '/', 'x', '#', '/', '/', '/'], ['/', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', '/', '/']]","(21, 16)",True,,shoot,down
"[['/', '/', '/', '/', '#', '/', '/', '/', '/'], ['x', '#', '/', '/', 'x', '#', '/', '/', '/'], ['/', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', '/', '/']]","(21, 16)",False,,move,right
"[['/', '/', '/', '/', '#', '/', '/', '/', '/'], ['x', '#', '/', '/', 'x', '#', '/', '/', '/'], ['/', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', '/', '/']]","(21, 16)",False,,move,right
"[['/', '/', '/', '/', '#', '/', '/', '/', '/'], ['x', '#', '/', '/', 'x', '#', '/', '/', '/'], ['/', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', '/', '/']]","(21, 16)",False,,move,up
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'r', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",True,,shoot,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'r', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",False,,move,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'r', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",False,,move,down
"[['/', '/', '/', '/', '#', '/', '/', '/', '/'], ['x', '#', '/', '/', 'x', '#', '/', '/', '/'], ['/', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', '/', '/']]","(21, 16)",False,,move,right
"[['/', '/', '/', '/', '#', '/', '/', '/', '/'], ['x', '#', '/', '/', 'x', '#', '/', '/', '/'], ['/', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', '/', '/']]","(21, 16)",True,,shoot,right
"[['/', '/', '/', '/', '#', '/', '/', '/', '/'], ['x', '#', '/', '/', 'x', '#', '/', '/', '/'], ['/', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '#', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', '/', '/']]","(21, 16)",False,,move,up
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",False,,move,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",False,,move,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",True,,move,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",True,,shoot,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",False,,move,left
"[['/', '/', '/', '/', '/', '/', '/', 'x', '/'], ['#', '/', '#', '/', '/', '/', 'x', '/', 'x'], ['x', 'x', '#', '/', '/', '/', '#', 'x', '/'], ['x', 'x', 'x', 'x', '#', 'x', 'x', '#', '/'], ['x', 'x', 'x', 'x', 'b', 'x', '#', '/', '/'], ['x', 'x', 'x', 'x', '#', 'x', '#', '/', '/'], ['x', 'x', 'x', '/', '/', '/', '#', '/', '/'], ['#', 'x', '#', '/', '/', '/', 'x', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', 'x', '/']]","(20, 15)",False,,move,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",False,,move,left
"[['/', '/', '/', '/', '/', '/', '/', 'x', '/'], ['#', '/', '#', '/', '/', '/', 'x', '/', 'x'], ['x', 'x', '#', '/', '/', '/', '#', 'x', '/'], ['x', 'x', 'x', 'x', '#', 'x', 'x', '#', '/'], ['x', 'x', 'x', 'x', 'b', 'x', '#', '/', '/'], ['x', 'x', 'x', 'x', '#', 'x', '#', '/', '/'], ['x', 'x', 'x', '/', '/', '/', '#', '/', '/'], ['#', 'x', '#', '/', '/', '/', 'x', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', 'x', '/']]","(20, 15)",True,,move,up
"[['/', '/', '/', '/', '/', '/', '/', 'x', '/'], ['#', '/', '#', '/', '/', '/', 'x', '/', 'x'], ['x', 'x', '#', '/', '/', '/', '#', 'x', '/'], ['x', 'x', 'x', 'x', '#', 'x', 'x', '#', '/'], ['R', 'x', 'x', 'x', 'b', 'x', '#', '/', '/'], ['x', 'x', 'x', 'x', '#', 'x', '#', '/', '/'], ['x', 'x', 'x', '/', '/', '/', '#', '/', '/'], ['#', 'x', '#', '/', '/', '/', 'x', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', 'x', '/']]","(20, 15)",True,,shoot,left
"[['/', '/', '/', '/', '/', '/', '/', 'x', '/'], ['#', '/', '#', '/', '/', '/', 'x', '/', 'x'], ['x', 'x', '#', '/', '/', '/', '#', 'x', '/'], ['R', 'x', 'x', 'x', '#', 'x', 'x', '#', '/'], ['.', 'x', 'x', 'x', 'b', 'x', '#', '/', '/'], ['x', 'x', 'x', 'x', '#', 'x', '#', '/', '/'], ['x', 'x', 'x', '/', '/', '/', '#', '/', '/'], ['#', 'x', '#', '/', '/', '/', 'x', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', 'x', '/']]","(20, 15)",False,,move,up
"[['/', '/', '/', '/', '/', '/', '/', 'x', '/'], ['#', '/', '#', '/', '/', '/', 'x', '/', 'x'], ['R', 'x', '#', '/', '/', '/', '#', 'x', '/'], ['x', 'x', 'x', 'x', '#', 'x', 'x', '#', '/'], ['x', 'x', 'x', 'x', 'b', 'x', '#', '/', '/'], ['x', 'x', 'x', 'x', '#', 'x', '#', '/', '/'], ['x', 'x', 'x', '/', '/', '/', '#', '/', '/'], ['#', 'x', '#', '/', '/', '/', 'x', '/', '/'], ['x', '/', '/', '/', '/', '/', '/', 'x', '/']]","(20, 15)",False,,move,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",False,,move,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",True,,shoot,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",False,,move,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['x', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['R', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",False,,move,right
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['R', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",False,,move,up
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'x', 'x', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",True,,move,down
"[['/', '/', '/', '/', '/', '#', '/', '/', 'x'], ['/', '/', '/', '/', '#', '/', '/', 'x', '/'], ['R', '/', '/', '#', 'x', '#', 'x', '/', '/'], ['x', 'x', 'x', '#', 'x', 'x', '/', '/', '/'], ['x', 'x', 'x', 'x', 'b', '#', '/', '/', '/'], ['x', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', '/', '/', 'x', '#', '#', '/', '/', '/'], ['/', '/', '/', 'x', '/', '/', '/', '/', '/'], ['/', '/', '#', '/', '/', '/', '/', '/', '/']]","(21, 15)",True,,move,up
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'x', 'x', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",True,,shoot,right
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'x', 'r', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",False,,move,up
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '#', '#'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', 'x', '/'], ['/', '/', '/', '#', 'x', '/', '/', '/', '#'], ['/', '/', '/', '/', '#', '#', '/', '/', '/']]","(21, 13)",False,,move,left
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '#', '#'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', 'x', '/'], ['/', '/', '/', '#', 'x', '/', '/', '/', '#'], ['/', '/', '/', '/', '#', '#', '/', '/', '/']]","(21, 13)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '#', '#'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', 'x', '/'], ['/', '/', '/', '#', 'x', '/', '/', '/', '#'], ['/', '/', '/', '/', '#', '#', '/', '/', '/']]","(21, 13)",True,,shoot,left
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '#', '#'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', 'x', '/'], ['/', '/', '/', '#', 'x', '/', '/', '/', '#'], ['/', '/', '/', '/', '#', '#', '/', '/', '/']]","(21, 13)",False,,move,left
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '#', '#'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', 'x', '/'], ['/', '/', '/', '#', 'x', '/', '/', '/', '#'], ['/', '/', '/', '/', '#', '#', '/', '/', '/']]","(21, 13)",False,,move,up
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '/', '/', '#', '#'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', '/'], ['/', '/', '/', '#', 'b', '#', '/', '/', '/'], ['/', '/', '/', '#', 'x', 'x', '/', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', 'x', '/'], ['/', '/', '/', '#', 'x', '/', '/', '/', '#'], ['/', '/', '/', '/', '#', '#', '/', '/', '/']]","(21, 13)",False,,move,down
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'r', 'x', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",True,,shoot,right
"[['/', '/', '/', '/', '/', '/', '/', '/', '/'], ['/', '/', '/', '/', '/', '#', '/', '/', '/'], ['/', '/', '/', '#', '#', 'x', '/', '/', 'x'], ['/', '/', '/', '#', 'x', '#', 'r', 'x', '/'], ['/', '/', '/', '#', 'b', 'x', '#', '/', '/'], ['/', '/', '/', 'x', 'x', '#', '#', '/', '/'], ['/', 'x', 'x', '#', 'x', '#', '/', '/', '/'], ['x', 'x', '/', '/', '#', '/', '/', '/', '/'], ['x', '/', '/', 'x', '/', 'x', '/', '/', '/']]","(21, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'r', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,up
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'r', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",False,,move,right
"[['/', '/', '/', '/', '/', '/', '/', '#', 'x'], ['/', '/', '/', '/', '/', '/', 'x', 'x', '#'], ['/', '/', '#', '/', '/', '/', 'x', 'x', '/'], ['/', '/', '#', 'x', '#', 'x', '/', '/', '/'], ['/', '/', '#', 'x', 'b', '#', '/', '/', '/'], ['/', 'x', 'x', 'x', '#', '#', '/', '/', '/'], ['x', 'x', '#', '/', '/', '/', '/', '/', '/'], ['x', '/', 'x', '/', '/', '/', '/', '/', '/'], ['/', 'x', '/', '/', '/', '/', '/', '/', '/']]","(22, 14)",True,,shoot,up
